case,nodes,ranks,tasks_per_node,nx,ny,nz,dims,nsteps,loop_seconds,seconds_per_step,exit_code
strong_700_2r,1,2,2,700,700,700,"1 1 2",20,9.30797380E+00,4.65398690E-01,0
