case,nodes,ranks,tasks_per_node,nx,ny,nz,dims,nsteps,loop_seconds,seconds_per_step,exit_code
strong_1024_32r,8,32,4,1024,1024,1024,"2 4 4",20,2.78897900E+00,1.39448950E-01,0
