# alpha CL CD (tail-0.20 means)
-2.000000e+00 -1.809783e-01 +1.314500e-02
-1.000000e+00 -9.098500e-02 +1.261500e-02
+0.000000e+00 -3.333333e-04 +1.283333e-02
+1.000000e+00 +9.078667e-02 +1.283500e-02
+2.000000e+00 +1.803667e-01 +1.325167e-02
+3.000000e+00 +2.702733e-01 +1.381667e-02
+4.000000e+00 +3.563900e-01 +1.483500e-02
+5.000000e+00 +4.315117e-01 +1.573167e-02
