case,nodes,ranks,tasks_per_node,nx,ny,nz,dims,nsteps,loop_seconds,seconds_per_step,exit_code
strong_1024_64r,16,64,4,1024,1024,1024,"4 4 4",20,2.73954290E+00,1.36977145E-01,0
